[60.0, ' State-gov', 194252.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 3103.0, 0.0, 40.0, ' United-States', ' >50K']
[36.0, ' Private', 172538.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 52.0, ' United-States', ' >50K']
[44.0, ' Private', 110396.0, ' Masters', 14.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 14084.0, 0.0, 56.0, ' United-States', ' >50K']
[41.0, ' Local-gov', 66118.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Wife', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[23.0, ' Local-gov', 197918.0, ' Some-college', 10.0, ' Never-married', ' Protective-serv', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[24.0, ' State-gov', 215797.0, ' Bachelors', 13.0, ' Never-married', ' Tech-support', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[30.0, ' Private', 289458.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[26.0, ' Private', 159603.0, ' Assoc-acdm', 12.0, ' Never-married', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 32.0, ' United-States', ' <=50K']
[55.0, ' Private', 259532.0, ' 7th-8th', 4.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[38.0, ' Private', 233717.0, ' Some-college', 10.0, ' Divorced', ' Exec-managerial', ' Unmarried', ' Black', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[29.0, ' Self-emp-not-inc', 189346.0, ' Some-college', 10.0, ' Divorced', ' Craft-repair', ' Not-in-family', ' White', ' Male', 2202.0, 0.0, 50.0, ' United-States', ' <=50K']
[20.0, ' ?', 150084.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Own-child', ' White', ' Male', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[21.0, ' Private', 63665.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Male', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[23.0, ' Private', 342946.0, ' 11th', 7.0, ' Never-married', ' Transport-moving', ' Own-child', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[64.0, ' ?', 64101.0, ' 12th', 8.0, ' Married-civ-spouse', ' ?', ' Husband', ' White', ' Male', 0.0, 0.0, 24.0, ' United-States', ' <=50K']
[49.0, ' Private', 104455.0, ' Bachelors', 13.0, ' Married-spouse-absent', ' Other-service', ' Not-in-family', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 40.0, ' Philippines', ' <=50K']
[24.0, ' Private', 39615.0, ' Bachelors', 13.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[46.0, ' Private', 326857.0, ' Masters', 14.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 2415.0, 65.0, ' United-States', ' >50K']
[48.0, ' Self-emp-not-inc', 100931.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[53.0, ' Local-gov', 135102.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Other-service', ' Husband', ' White', ' Male', 0.0, 2002.0, 45.0, ' United-States', ' <=50K']
[58.0, ' Private', 140363.0, ' HS-grad', 9.0, ' Divorced', ' Sales', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 36.0, ' United-States', ' <=50K']
[32.0, ' Private', 330715.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 99999.0, 0.0, 40.0, ' United-States', ' >50K']
[51.0, ' Private', 152596.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Private', 176634.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Wife', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' >50K']
[23.0, ' Private', 297152.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Own-child', ' Black', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[27.0, ' Private', 192283.0, ' Assoc-voc', 11.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[38.0, ' Private', 171150.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[27.0, ' Private', 266973.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[32.0, ' Federal-gov', 82393.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 56.0, ' United-States', ' >50K']
[45.0, ' Private', 148171.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 15024.0, 0.0, 40.0, ' United-States', ' >50K']
[28.0, ' Private', 259351.0, ' 10th', 6.0, ' Never-married', ' Other-service', ' Other-relative', ' Amer-Indian-Eskimo', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[25.0, ' Private', 67467.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Tech-support', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' Self-emp-not-inc', 240900.0, ' HS-grad', 9.0, ' Divorced', ' Farming-fishing', ' Other-relative', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[38.0, ' Private', 223004.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Private', 416745.0, ' Assoc-acdm', 12.0, ' Divorced', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 48.0, ' United-States', ' <=50K']
[33.0, ' Federal-gov', 117963.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Male', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[70.0, ' ?', 28471.0, ' 9th', 5.0, ' Widowed', ' ?', ' Unmarried', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[43.0, ' Private', 199191.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[48.0, ' Self-emp-not-inc', 317360.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Wife', ' White', ' Female', 0.0, 0.0, 20.0, ' United-States', ' >50K']
[34.0, ' State-gov', 252529.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 48.0, ' United-States', ' <=50K']
[37.0, ' Private', 143058.0, ' 10th', 6.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[51.0, ' Private', 306785.0, ' HS-grad', 9.0, ' Divorced', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[23.0, ' Private', 209770.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[55.0, ' Private', 750972.0, ' 7th-8th', 4.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 41.0, ' United-States', ' <=50K']
[36.0, ' Private', 89508.0, ' Some-college', 10.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[38.0, ' Self-emp-not-inc', 200153.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[23.0, ' Private', 189461.0, ' HS-grad', 9.0, ' Never-married', ' Sales', ' Other-relative', ' White', ' Male', 0.0, 0.0, 55.0, ' United-States', ' <=50K']
[60.0, ' Private', 173960.0, ' Bachelors', 13.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 42.0, ' United-States', ' <=50K']
[50.0, ' Private', 176924.0, ' 10th', 6.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[27.0, ' ?', 130856.0, ' Bachelors', 13.0, ' Never-married', ' ?', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[38.0, ' Self-emp-inc', 199346.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[59.0, ' State-gov', 349910.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 10605.0, 0.0, 50.0, ' United-States', ' >50K']
[34.0, ' Private', 183473.0, ' HS-grad', 9.0, ' Divorced', ' Transport-moving', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[44.0, ' Private', 162184.0, ' Some-college', 10.0, ' Separated', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Federal-gov', 67317.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[47.0, ' Private', 141511.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[35.0, ' Self-emp-not-inc', 108198.0, ' HS-grad', 9.0, ' Divorced', ' Craft-repair', ' Own-child', ' Amer-Indian-Eskimo', ' Male', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[50.0, ' Private', 22418.0, ' 9th', 5.0, ' Divorced', ' Transport-moving', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[21.0, ' ?', 143995.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Own-child', ' Black', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[39.0, ' Private', 176335.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 7688.0, 0.0, 65.0, ' United-States', ' >50K']
[37.0, ' Private', 240810.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[22.0, ' Private', 35663.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[42.0, ' Local-gov', 125461.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Own-child', ' White', ' Male', 4650.0, 0.0, 35.0, ' United-States', ' <=50K']
[21.0, ' Private', 263641.0, ' HS-grad', 9.0, ' Divorced', ' Sales', ' Other-relative', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[35.0, ' Private', 172186.0, ' Some-college', 10.0, ' Separated', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Local-gov', 53123.0, ' 11th', 7.0, ' Married-civ-spouse', ' Other-service', ' Wife', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[66.0, ' Private', 298834.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Canada', ' <=50K']
[22.0, ' State-gov', 255575.0, ' Assoc-acdm', 12.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[32.0, ' Private', 216361.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' Black', ' Male', 0.0, 0.0, 16.0, ' United-States', ' <=50K']
[75.0, ' Private', 187424.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[26.0, ' Private', 64289.0, ' HS-grad', 9.0, ' Never-married', ' Farming-fishing', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[17.0, ' Private', 198146.0, ' 11th', 7.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 16.0, ' United-States', ' <=50K']
[71.0, ' Self-emp-not-inc', 238479.0, ' 10th', 6.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 8.0, ' United-States', ' <=50K']
[22.0, ' Self-emp-not-inc', 357612.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[18.0, ' Private', 231193.0, ' 12th', 8.0, ' Never-married', ' Machine-op-inspct', ' Own-child', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[44.0, ' Self-emp-not-inc', 315406.0, ' 11th', 7.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 88.0, ' United-States', ' <=50K']
[51.0, ' Private', 133461.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[19.0, ' Private', 236940.0, ' HS-grad', 9.0, ' Never-married', ' Farming-fishing', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[53.0, ' State-gov', 104501.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' ?', ' >50K']
[19.0, ' ?', 62534.0, ' Bachelors', 13.0, ' Never-married', ' ?', ' Own-child', ' Black', ' Female', 0.0, 0.0, 40.0, ' Jamaica', ' <=50K']
[42.0, ' Private', 59474.0, ' HS-grad', 9.0, ' Divorced', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[33.0, ' Private', 114691.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[56.0, ' Self-emp-not-inc', 201318.0, ' 9th', 5.0, ' Married-civ-spouse', ' Exec-managerial', ' Other-relative', ' White', ' Male', 3411.0, 0.0, 50.0, ' Columbia', ' <=50K']
[32.0, ' Private', 229566.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Other-service', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[33.0, ' Self-emp-not-inc', 196342.0, ' Doctorate', 16.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' >50K']
[19.0, ' Local-gov', 202184.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Male', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[28.0, ' Private', 216178.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Private', 122322.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[26.0, ' Private', 262656.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[37.0, ' Private', 188774.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Male', 0.0, 2824.0, 40.0, ' United-States', ' >50K']
[34.0, ' Private', 202822.0, ' Masters', 14.0, ' Never-married', ' Tech-support', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 40.0, ' ?', ' <=50K']
[49.0, ' Private', 133969.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' Other', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[52.0, ' ?', 115209.0, ' Prof-school', 15.0, ' Married-spouse-absent', ' ?', ' Unmarried', ' Asian-Pac-Islander', ' Female', 0.0, 0.0, 40.0, ' Vietnam', ' <=50K']
[58.0, ' Private', 417419.0, ' 7th-8th', 4.0, ' Divorced', ' Machine-op-inspct', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[30.0, ' Private', 216811.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' Amer-Indian-Eskimo', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[71.0, ' ?', 176986.0, ' HS-grad', 9.0, ' Widowed', ' ?', ' Unmarried', ' White', ' Male', 0.0, 0.0, 24.0, ' United-States', ' <=50K']
[35.0, ' Private', 102268.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[22.0, ' Private', 356567.0, ' Assoc-voc', 11.0, ' Divorced', ' Tech-support', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[41.0, ' Private', 359696.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' White', ' Male', 15024.0, 0.0, 60.0, ' United-States', ' >50K']
[84.0, ' Local-gov', 163685.0, ' HS-grad', 9.0, ' Widowed', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 33.0, ' United-States', ' <=50K']
[57.0, ' Private', 183810.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[66.0, ' Self-emp-inc', 197816.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 10605.0, 0.0, 40.0, ' United-States', ' >50K']
[32.0, ' Private', 185027.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[36.0, ' Private', 75826.0, ' Bachelors', 13.0, ' Divorced', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[31.0, ' Private', 62165.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Own-child', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[38.0, ' Self-emp-not-inc', 129573.0, ' Masters', 14.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[23.0, ' Private', 348092.0, ' HS-grad', 9.0, ' Never-married', ' Transport-moving', ' Own-child', ' Black', ' Male', 0.0, 0.0, 40.0, ' Haiti', ' <=50K']
[56.0, ' Self-emp-inc', 216636.0, ' 12th', 8.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 1651.0, 40.0, ' United-States', ' <=50K']
[52.0, ' Private', 71768.0, ' Some-college', 10.0, ' Divorced', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[56.0, ' Private', 124771.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[18.0, ' Private', 151866.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[31.0, ' Private', 149507.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 3464.0, 0.0, 38.0, ' United-States', ' <=50K']
[33.0, ' Private', 149726.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 46.0, ' United-States', ' <=50K']
[44.0, ' Private', 193494.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 72.0, ' United-States', ' >50K']
[40.0, ' Private', 170108.0, ' Masters', 14.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[62.0, ' Private', 272209.0, ' HS-grad', 9.0, ' Divorced', ' Priv-house-serv', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 99.0, ' United-States', ' <=50K']
[52.0, ' Private', 118025.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 99999.0, 0.0, 50.0, ' United-States', ' >50K']
[41.0, ' Local-gov', 175149.0, ' HS-grad', 9.0, ' Divorced', ' Transport-moving', ' Not-in-family', ' Black', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[53.0, ' State-gov', 246820.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[37.0, ' Private', 126675.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[23.0, ' Private', 134997.0, ' HS-grad', 9.0, ' Divorced', ' Other-service', ' Unmarried', ' White', ' Female', 0.0, 0.0, 80.0, ' United-States', ' <=50K']
[23.0, ' Private', 113466.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[47.0, ' Private', 280798.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[29.0, ' Private', 213842.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' State-gov', 255835.0, ' Some-college', 10.0, ' Divorced', ' Adm-clerical', ' Other-relative', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[48.0, ' Private', 195437.0, ' 11th', 7.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[48.0, ' Private', 172695.0, ' Assoc-voc', 11.0, ' Divorced', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[27.0, ' Private', 31757.0, ' Assoc-voc', 11.0, ' Never-married', ' Craft-repair', ' Own-child', ' White', ' Male', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[36.0, ' Private', 183892.0, ' HS-grad', 9.0, ' Divorced', ' Transport-moving', ' Not-in-family', ' White', ' Male', 8614.0, 0.0, 45.0, ' United-States', ' >50K']
[32.0, ' Private', 206365.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Not-in-family', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
